employer_id,employer_name,employer_category,parent_employer_id,created,active_workers,worksite_roles,agreements,aliases,lineage,oa_universe_entity,proposed_canonical,proposed_relationship,proposed_action,open_question,decision,decided_by,decided_on
37,AUSTRALIAN OFFSHORE SOLUTIONS PTY LTD,Subcontractor,,2026-03-10,70,30,6,3,"A agreements spreadsheet (employer_wizard, Mar 2026)",AOS (crew provider behind marine key clients),37 Australian Offshore Solutions Pty Ltd,keep,"kind=crew_provider; agreement_entity=true (6 EAs); abn=50 131 213 477 (source=abr, 2026-09-24); aliases+=[AOS]; round=R2",—,,,
741,Australian Workers' Union WA Branch,Specialist,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",AWU WA Branch (union staff),741 Australian Workers' Union WA Branch,keep,kind=union_staff; hidden from organising views; campaign 50 keyed; 4 workers (incl. D16 test identity); round=R3,S24,,,
819,Axess Offshore Australia,,,2026-09-17,3,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),819 Axess Offshore Australia,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wheatstone Platform 1, WA/NT Offshore 1, 2 without worksite; ABN: operator lookup; round=R3",S22,,,
70,BAKER HUGHES SERVICES AUSTRALIA PTY LTD,,,2026-03-10,16,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Baker Hughes,70 Baker Hughes Services Australia Pty Ltd,keep,"kind=contractor (subsea production systems); agreement_entity=true (EA 85); abn=65 009 080 951 (source=abr, 2026-09-24); round=R2",—,,,
700,Bechtel Australia,Major_Contractor,,2026-04-01,215,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Bechtel (Pluto 2 construction),700 Bechtel Australia Proprietary Limited,keep,"kind=prime_contractor (Pluto 2 EPC; 242 of 271 workers at Pluto 2); abn=42 006 334 505 (source=abr, confidence=M — employing entity may be Bechtel Construction (Australia) Pty Ltd 64 137 316 539); round=R2",—,,,
754,Benthic,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),754 Benthic,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (geotechnical drilling); ABN: operator lookup; round=R3,S22,,,
38,BHAGWAN MARINE LTD,Specialist,,2026-03-10,9,5,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Bhagwan Marine,38 Bhagwan Marine Limited,keep,"kind=contractor (vessel operator); agreement_entity=true (EAs 39, 50); abn=81 009 154 349 (source=abr, 2026-09-24); round=R2",—,,,
755,Broadspectrum Ltd/Transfield,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),35 Ventia Australia Pty Ltd,same_entity → merge into 35 (recommended),"Broadspectrum (ex-Transfield Services) acquired by Ventia 2020 (research, confidence M); 1 worker (Prelude FLNG); alias Broadspectrum Ltd/Transfield; round=R3",S19,,,
820,Burgess BLA,,,2026-09-17,1,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),820 Burgess BLA,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF 1; ABN: operator lookup; round=R3,S22,,,
1,BW,,,2026-03-10,61,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)","BW Offshore (Tier 2 facility operator, BW Opal)",1 BW Offshore (legal name pending FWC),keep,"kind=operator_tier2 (BW Opal facility operator); agreement_entity=true (EA 1); rename; candidate legal_name BW Offshore Australia Management Pty Ltd, abn=24 649 667 345 (source=abr, confidence=M — only BW Offshore entity on ABR; EA holder unconfirmed); aliases+=[BW, BW Offshore]; round=R1",—,,,
742,Cable Restoration Australia,Specialist,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),742 Cable Restoration Australia,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF 2; ABN: operator lookup; round=R3,S22,,,
821,Caledonia Group,Subcontractor,,2026-09-17,2,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),821 Caledonia Group,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Pluto LNG 1, Pluto 2 1; ABN: operator lookup; round=R3",S22,,,
720,Cameron Services International,Subcontractor,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),720 Cameron Services International (child of 733),subsidiary → child of 733,SLB acquired Cameron (2016); kind=contractor; confidence=M; 4 workers stay; round=R3,S20,,,
53,CHC HELICOPTER (AUSTRALIA) AIRCRAFT ENGINEERS,,,2026-03-10,36,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",CHC Helicopter,53 CHC Helicopter Australia Pty Ltd,keep (rename; name carried the EA workgroup),"kind=contractor (helicopters); agreement_entity=true (EA 60); legal_name=CHC Helicopter Australia Pty Ltd; abn=75 007 970 934 (source=abr, 2026-09-24) (trading CHC Helicopters (Australia)); alias = CHC HELICOPTER (AUSTRALIA) AIRCRAFT ENGINEERS; agreement_scopes EA 60 = helicopters (aircraft engineers); coverage worksites via DA6.1 (workers at Broome Airport 11, Karratha 10); round=R2",—,Rename to CHC Helicopter (Australia); agreement scope = aircraft engineers (D2),operator,2026-09-22
691,Chevron,Principal_Employer,,2026-03-13,7,0,0,0,"M manual (principal employers, Mar 2026)",Chevron Australia (Tier 1),691 Chevron Australia Pty Ltd,"keep (survivor: absorbs 2, 3, 4)","kind=operator_tier1; agreement_entity=true (EAs 2, 3, 4 after merge); legal_name=Chevron Australia Pty Ltd; abn=29 086 197 757 (source=abr, 2026-09-24); aliases+=[Chevron]; round=R1",—,,,
2,CHEVRON GORGON OPERATIONS,,691,2026-03-10,224,4,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Chevron Australia,691 Chevron Australia Pty Ltd,workgroup → merge into legal employer 691 + coverage onto agreement,EA 2 → 691; agreement_worksites 1 Gorgon LNG (exists); scope production_operations; 224 active workers move (221 at Gorgon LNG); 4 worksites operator_id + 4 roles move; pre-step: re-point mobilisation_signals (1) and mobilisation_alerts (1) contractor/operator ids (ON DELETE SET NULL); campaigns: none; alias = row name; round=R1,—,"Merge into 691 Chevron; agreement coverage = Gorgon LNG, scope = production operations (D2)",operator,2026-09-22
3,CHEVRON WHEATSTONE DOWNSTREAM OPERATIONS,,691,2026-03-10,148,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Chevron Australia,691 Chevron Australia Pty Ltd,workgroup → merge into legal employer 691 + coverage onto agreement,EA 3 → 691; agreement_worksites 2 Wheatstone LNG (Downstream) (exists) + add 139 Wheatstone LNG (36 of 148 workers placed there; DA1.2 merges the pair); scope production_operations; 148 workers move; alias = row name; round=R1,—,"Merge into 691 Chevron; agreement coverage = Wheatstone LNG, scope = production operations (D2)",operator,2026-09-22
4,CHEVRON WHEATSTONE PLATFORM,,691,2026-03-10,33,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Chevron Australia,691 Chevron Australia Pty Ltd,workgroup → merge into legal employer 691 + coverage onto agreement,EA 4 → 691; agreement_worksites 3 Wheatstone Platform (exists); scope production_operations; 33 workers move; alias = row name; round=R1,—,"Merge into 691 Chevron; agreement coverage = Wheatstone Platform, scope = production operations (D2)",operator,2026-09-22
709,Cleanaway Waste Management,Subcontractor,,2026-04-01,18,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Cleanaway,709 Cleanaway Waste Management Limited,keep,"kind=contractor (waste); abn=74 101 155 220 (source=abr, confidence=M — operating entity may be Cleanaway Pty Ltd 79 000 164 938); workers at Barrow Island CO2 / Wheatstone / Gorgon; round=R3",—,,,
724,Clough,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),724 Clough,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Inpex Venturer 1, Waitsia 1 (Clough now within Webuild); ABN: operator lookup; round=R3",S22,,,
58,COMPASS GROUP –,Major_Contractor,,2026-03-10,118,14,10,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",Compass Group (ESS),58 Compass Group (Australia) Pty Ltd (ESS),keep (rename; trailing dash),"kind=contractor (catering); agreement_entity=true (10 EAs); legal_name=Compass Group (Australia) Pty Ltd; trading_name=ESS; abn=41 000 683 125 (source=abr, 2026-09-24); restore lost aliases COMPASS GROUP ESS and COMPASS GROUP- (merges 3, 4; cascaded away with victim 59); aliases+=[ESS, COMPASS GROUP –]; round=R2",S28,,,
16,CONTRACT RESOURCES PTY LTD,,,2026-03-10,32,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Contract Resources,16 Contract Resources Pty Ltd,keep,"kind=contractor; agreement_entity=true (EA 16); abn=63 113 182 504 (source=abr, confidence=M — SA-registered; confirm same company); round=R3",—,,,
705,Cyan Renewables,Specialist,,2026-04-01,49,16,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Cyan Renewables (ex-MMA Offshore),705 Cyan Vessel Operations Pty Ltd (trading Cyan Renewables),"keep (survivor: absorbs 699, 745 — D12)","kind=contractor (vessel operator); agreement_entity=true (EAs 43, 53 after merge); legal_name=Cyan Vessel Operations Pty Ltd; abn=34 009 200 686 (source=abr, 2026-09-24) (ex-MMA Offshore Vessel Operations Pty Ltd, the EA 43/53 holder; parent Cyan Offshore Pty Ltd 21 083 185 693 ex-MMA Offshore Limited / Mermaid Marine Australia Ltd); aliases+=[MMA, MMA Offshore, Mermaid Marine, MMA Offshore Vessel Operations Pty Ltd, Cyan]; round=R2",S15,"Survivor for MMA Offshore / Cyan Renewables; aliases MMA, MMA Offshore, Mermaid Marine (D12)",operator,2026-09-22
17,DAMPIER BUNBURY NATURAL GAS PIPELINE (DBNGP) NATIONAL CONTROL CENTRE,,,2026-03-10,5,2,1,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",APA / DBP (DBNGP),17 DBNGP (WA) Nominees Pty Limited (child of 706 AGIG) — recommended,"subsidiary → child of 706 (recommended, S9)","NEW EVIDENCE: ABR ABN 78 081 609 289 DBNGP (WA) Nominees Pty Limited holds business names DBNGP / DBP / Dampier Bunbury Pipeline; DBP is AGIG-owned (research, confidence M), not APA → do NOT merge 814 into 17; clean the CR/LF in the name; alias DBP/APA replaced by DBP + the old name; EA 17 stays, agreement_worksites 24 DBNGP Pipeline (exists); universe edge (gas transmission) — S9; round=R3",Q-E22 (S9),,,
71,DIAMOND,,,2026-03-10,18,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Diamond Offshore (now Noble),71 Diamond Offshore (Australia) L.L.C. (child of 73),subsidiary → child of 73,"kind=contractor (drilling); agreement_entity=true (EAs 86, 118); abn=62 109 588 632 (source=abr, confidence=M: Diamond Offshore (Australia) L.L.C.; EA holder per FWC); 18 workers stay (Ocean Apex 13); alias DIAMOND, Diamond Offshore; round=R2",Q-E10 (S21),,,
39,DOF MANAGEMENT AUSTRALIA PTY LTD,,,2026-03-10,114,7,3,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",DOF Subsea Australia,39 DOF Management Australia Pty Ltd,keep,"kind=contractor (vessel operator / subsea); agreement_entity=true (EAs 40, 51, 106); abn=29 147 653 629 (source=abr, 2026-09-24); aliases+=[DOF, DOF Subsea]; watch contractor 9 to link; round=R2",—,,,
18,DOWNER EDI ENGINEERING ELECTRICAL LNG FACILITY SERVICES,,,2026-03-10,2,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Downer,18 Downer EDI Engineering Electrical Pty Ltd (child of 710) — recommended; decided row says merge into 710,"subsidiary → child of 710 (recommended, S14)","NEW EVIDENCE vs decided D2 merge: ABR lists DOWNER EDI ENGINEERING ELECTRICAL PTY LTD abn=76 007 102 516 (source=abr, 2026-09-24) as a legal entity → CHC pattern: rename to the entity, parent 710, agreement_entity=true; EA 18 stays; agreement_worksites add 1 Gorgon LNG (both workers there, confidence M) and scope maintenance_brownfield/electrical (LNG facility services); if the decision stands (merge): 2 workers already members of campaign 42 → unchanged; round=R2",S14,Merge into 710 Downer; agreement scope = electrical LNG facility services (D2),operator,2026-09-22
710,Downer EDI Group,,,2026-04-01,147,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Downer,710 Downer EDI Limited,keep (root),"kind=contractor; legal_name=Downer EDI Limited; abn=97 003 872 848 (source=abr, 2026-09-24); aliases+=[Downer, Downer EDI Group]; campaign 42 keyed on 710; round=R2",S14,,,
66,DURATEC,,,2026-03-10,20,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",WPF Duratec (Wilson's Pipe Fabrication),66 WPF Duratec / Duratec (legal name pending FWC),keep,"kind=contractor (fabrication / decommissioning); agreement_entity=true (EA 78 DURATEC ENTERPRISE AGREEMENT 2025); ABR: WPF Duratec Pty Ltd 87 082 800 397 and parent Duratec Limited 94 141 614 075 (both source=abr); aliases+=[WPF (Duratech), WPF Duratec, Wilson's Pipe Fabrication]; round=R2",Q-E17 (S8),,,
822,Eire Total Access,Subcontractor,,2026-09-17,0,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),822 Eire Total Access,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (rope access); ABN: operator lookup; round=R3,S22,,,
712,EnerMech,Subcontractor,,2026-04-01,11,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",EnerMech,712 EnerMech Pty Limited,keep,"kind=contractor (cranes / lifting); abn=32 136 435 062 (source=abr, 2026-09-24); aliases+=[Enemech]; round=R2",—,,,
756,Enhanced Drilling,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),756 Enhanced Drilling,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite; ABN: operator lookup; round=R3",S22,,,
72,ENSCO AUSTRALIA PTY LIMITED,,,2026-03-10,2,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Valaris (Ensco Australia Pty Ltd),72 Ensco Australia Pty Limited (child of 702),subsidiary → child of 702,"kind=contractor (drilling); agreement_entity=true (EA 87); abn=79 100 601 634 (source=abr, 2026-09-24); round=R2",—,,,
757,Ensign Intn Energy Services,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),757 Ensign International Energy Services,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (land drilling — universe edge); ABN: operator lookup; round=R3,S22,,,
62,ENTIER AUSTRALIA PTY LTD,,,2026-03-10,3,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Entier,62 Entier Australia Pty Ltd,keep,kind=contractor (catering); agreement_entity=true (EA 73); confidence=L (map); round=R3,—,,,
758,Epigroup,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),758 Epigroup,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Pyrenees Venture 1; ABN: operator lookup; round=R3,S22,,,
19,ERIS,Labour_Hire,,2026-03-10,263,4,6,5,"A agreements spreadsheet (employer_wizard, Mar 2026)",Eris (ex-Kuiper),19 Eris Energy Pty Ltd,keep,"kind=crew_provider; agreement_entity=true (EAs 19, 100, 122, 123; 20 and 79 to Eris Projects child if S17); legal_name=Eris Energy Pty Ltd; abn=15 150 058 807 (source=abr, 2026-09-24) (ex-Kuiper Australia Pty Ltd); restore lost alias KUIPER AUSTRALIA PTY LTD (canonical at merge 10, dropped by a later rename); remove self-alias ERIS; campaign 26 keyed; round=R2","S17, S28",,,
823,ESI Tech Services,Subcontractor,,2026-09-17,1,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),823 ESI Tech Services,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite; ABN: operator lookup; round=R3",S22,,,
759,Everllence,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),759 Everllence (ex-MAN Energy Solutions),keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite; ABN: operator lookup; round=R3",S22,,,
760,Expro Group Aust Pty Ltd,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),760 Expro Group Australia,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers (well services); ABN: operator lookup; round=R3,S22,,,
761,Firesafe Group,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),761 Firesafe Group,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wheatstone Platform 1; ABN: operator lookup; round=R3,S22,,,
825,Focus Offshore,Subcontractor,,2026-09-17,1,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",(check OA Universe),825 Focus Offshore,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Wandoo B 1; ABN: operator lookup; round=R3,S22,,,
762,Fortescue Metals Group,Producer,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Fortescue (out of sector),(out of universe),out_of_universe,kind=out_of_universe (decided D11); 1 worker; round=R3,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
788,Fortis Maintenance Services,Major_Contractor,,2026-04-09,120,1,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,— (not in OA Universe; created 9 Apr 2026 with TestCo Energy),(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
40,FUGRO AUSTRALIA PTY LTD,,,2026-03-10,61,3,3,1,"A agreements spreadsheet (employer_wizard, Mar 2026)",Fugro (Australia Marine / Australia),40 Fugro Australia Pty Ltd,keep,"kind=prime_contractor (marine key client); agreement_entity=true (EAs 41, 94, 107); abn=62 119 991 025 (source=abr, 2026-09-24); watch contractor 5 to link; campaigns 61, 64 keyed; round=R2",—,,,
763,Fuze Group,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),763 Fuze Group,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 2 workers, no worksite; ABN: operator lookup; round=R3",S22,,,
764,GFS NDT,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),764 GFS NDT,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 1 worker, no worksite (inspection); ABN: operator lookup; round=R3",S22,,,
797,GO OFFSHORE,,,2026-06-10,34,10,0,0,B2 worker import / manual (Apr–Aug 2026),GO Offshore,797 GO Offshore Pty Ltd,keep,"kind=contractor (vessel operator + crewing); abn=51 128 026 148 (source=abr, 2026-09-24); round=R2",—,,,
765,GR Production Services,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",GR Production Services,765 GR Production Services Pty Ltd,keep,kind=crew_provider (operator's operator); round=R3,—,,,
766,Heat Tech Australia,Subcontractor,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),766 Heat Tech Australia,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 workers; ABN: operator lookup; round=R3,S22,,,
721,Helix Robotic Solutions,Specialist,,2026-04-01,6,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Helix Energy Solutions,721 Helix Energy Solutions (Helix Robotic Solutions),keep,"kind=contractor (well intervention / ROV); aliases+=[Hjelix, Helix]; note merged into Hornbeck Offshore 1 Sep 2026 (map); campaign 64 keyed; round=R3",—,,,
827,IAS Group,Subcontractor,,2026-09-17,5,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",IAS Group (Innovative Asset Solutions),827 Innovative Asset Solutions Pty Ltd (child of 33) — recommended; D12 text says merge into 33,"subsidiary → child of 33 (recommended, S12 option b)","option b: rename to Innovative Asset Solutions Pty Ltd (abn=24 125 677 054, source=abr, active), parent 33, agreement_entity=true, EA 119 IAS GROUP EA 2019-2023 moves 33 → 827; alias IAS Group re-pointed here; no campaign change. option a (D12): merge → 33: 5 workers (all at 18 Pyrenees Venture FPSO) → campaign 48 +5; round=R2",Q-E9 (S12),Merge into 33 UGL; keep name as alias (D12: IAS acquired by UGL in 2021),operator,2026-09-22
690,Inpex,Principal_Employer,,2026-03-13,9,0,0,0,"M manual (principal employers, Mar 2026)",Inpex (Tier 1),690 INPEX Operations Australia Pty Ltd,keep (survivor: absorbs 5),"kind=operator_tier1; agreement_entity=true (EA 5); legal_name=INPEX Operations Australia Pty Ltd; abn=48 150 217 262 (source=abr, 2026-09-24); aliases+=[Inpex]; round=R1",—,,,
